NOME,QoE,TerminoPartida,DelayVideo,DelayComandos,JitterVideo,JitterComandos,PerdaVideo,PerdaComandos,Jogo,JogariaNovamente,EstadoEspirito
Player 1,6,20.02,0,2,0,15,0.0,1.5,Rise of Tomb Raider,SIM,Indiferente
Player 1,1,20.03,20,10,10,0,2.0,2.0,Rise of Tomb Raider,NAO,Indiferente
Player 1,0,20.04,0,30,0,15,0.0,1.5,Rise of Tomb Raider,NAO,Indiferente
Player 1,0,20.06,30,15,5,10,2.5,2.5,Rise of Tomb Raider,NAO,Indiferente
Player 1,2,20.08,0,20,0,5,0.0,2.0,Rise of Tomb Raider,NAO,Indiferente
Player 1,5,20.09,10,0,0,0,2.5,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 1,6,20.1,10,30,0,10,1.5,1.5,Rise of Tomb Raider,SIM,Indiferente
Player 1,6,20.11,15,15,5,0,2.0,2.0,Rise of Tomb Raider,SIM,Indiferente
Player 1,6,20.12,0,10,0,15,0.0,3.0,Rise of Tomb Raider,SIM,Indiferente
Player 1,6,20.14,15,2,15,10,0.0,2.0,Rise of Tomb Raider,SIM,Indiferente
Player 74,3,15.53,20,2,15,5,2.5,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 74,2,15.54,15,0,10,0,1.5,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 74,3,16.01,30,0,0,0,2.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 74,3,16.02,0,15,0,15,0.0,1.5,Rise of Tomb Raider,SIM,Indiferente
Player 74,3,16.05,0,2,0,5,0.0,2.0,Rise of Tomb Raider,SIM,Indiferente
Player 74,3,16.06,10,0,5,0,1.5,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 74,3,16.11,2,0,10,0,3.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 74,3,16.18,30,2,0,5,0.0,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 74,4,16.32,15,15,5,15,1.5,1.5,Rise of Tomb Raider,SIM,Indiferente
Player 74,4,16.38,10,15,10,10,0.0,2.0,Rise of Tomb Raider,SIM,Indiferente
Player 74,3,16.42,15,30,10,10,0.0,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 74,1,16.43,30,30,5,10,2.5,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 74,0,16.47,30,0,10,0,2.5,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 74,1,16.5,0,15,0,0,0.0,1.5,Rise of Tomb Raider,NAO,Indiferente
Player 74,2,16.51,0,15,0,10,0.0,2.5,Rise of Tomb Raider,NAO,Indiferente
Player 74,3,16.53,10,0,15,0,2.5,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 74,2,16.55,20,0,0,0,2.0,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 74,2,16.56,30,0,0,0,2.0,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 74,0,16.58,20,0,15,0,1.5,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 74,4,17.03,0,2,0,15,0.0,1.5,Rise of Tomb Raider,SIM,Triste
Player 74,2,17.07,30,2,15,10,0.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 74,2,17.09,15,2,15,5,2.5,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 74,2,17.1,2,0,5,0,3.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 74,2,17.12,0,10,0,0,0.0,1.5,Rise of Tomb Raider,NAO,Indiferente
Player 74,0,17.13,15,0,5,0,2.0,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 74,0,17.14,10,0,15,0,2.0,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 83,1,19.29,20,10,5,10,0.0,1.5,Rise of Tomb Raider,SIM,Feliz
Player 83,1,19.31,0,20,0,10,0.0,3.0,Rise of Tomb Raider,SIM,Feliz
Player 83,5,19.32,0,15,0,5,0.0,2.5,Rise of Tomb Raider,SIM,Feliz
Player 83,5,19.35,0,0,0,0,3.0,0.0,Rise of Tomb Raider,SIM,Feliz
Player 83,0,19.36,0,30,0,15,0.0,1.5,Rise of Tomb Raider,SIM,Feliz
Player 83,0,19.38,0,2,0,15,0.0,2.0,Rise of Tomb Raider,SIM,Feliz
Player 83,5,19.39,0,0,0,0,0.0,2.0,Rise of Tomb Raider,SIM,Feliz
Player 83,1,19.41,20,0,5,0,2.5,0.0,Rise of Tomb Raider,NAO,Feliz
Player 83,5,19.42,30,2,0,5,0.0,1.5,Rise of Tomb Raider,SIM,Feliz
Player 83,2,19.43,20,2,15,15,2.0,2.0,Rise of Tomb Raider,NAO,Feliz
Player 83,5,19.47,15,0,5,0,1.5,0.0,Rise of Tomb Raider,SIM,Feliz
Player 83,5,19.48,15,10,15,15,0.0,0.0,Rise of Tomb Raider,SIM,Feliz
Player 83,2,19.49,20,2,15,10,1.5,1.5,Rise of Tomb Raider,NAO,Feliz
Player 83,0,19.51,0,30,0,10,0.0,1.5,Rise of Tomb Raider,NAO,Feliz
Player 83,4,19.52,0,10,0,15,0.0,2.5,Rise of Tomb Raider,SIM,Feliz
Player 83,5,19.53,0,10,0,5,0.0,3.0,Rise of Tomb Raider,SIM,Feliz
Player 83,2,19.55,20,0,15,0,2.0,0.0,Rise of Tomb Raider,NAO,Feliz
Player 83,0,19.56,30,0,15,0,2.0,0.0,Rise of Tomb Raider,NAO,Feliz
Player 83,5,19.57,15,0,5,0,2.0,0.0,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.0,30,15,0,0,0.0,2.0,Rise of Tomb Raider,SIM,Feliz
Player 83,0,20.01,30,20,15,0,2.5,2.5,Rise of Tomb Raider,NAO,Feliz
Player 83,5,20.03,0,15,0,15,0.0,2.5,Rise of Tomb Raider,SIM,Feliz
Player 83,0,20.04,0,30,0,10,0.0,2.0,Rise of Tomb Raider,NAO,Feliz
Player 83,4,20.05,2,0,15,0,2.0,0.0,Rise of Tomb Raider,SIM,Feliz
Player 83,2,20.06,0,20,0,15,0.0,1.5,Rise of Tomb Raider,NAO,Feliz
Player 83,2,20.09,20,20,10,0,1.5,1.5,Rise of Tomb Raider,NAO,Feliz
Player 83,5,20.11,0,2,0,5,0.0,2.5,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.12,0,2,0,15,0.0,2.5,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.15,15,2,10,15,1.5,1.5,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.16,15,30,15,5,2.5,2.5,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.18,0,15,0,5,0.0,3.0,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.19,0,0,0,0,2.5,0.0,Rise of Tomb Raider,SIM,Feliz
Player 83,2,20.2,0,20,0,5,0.0,3.0,Rise of Tomb Raider,NAO,Feliz
Player 83,0,20.21,30,0,5,0,3.0,0.0,Rise of Tomb Raider,NAO,Feliz
Player 83,5,20.23,2,2,15,5,1.5,1.5,Rise of Tomb Raider,SIM,Feliz
Player 83,0,20.24,0,30,0,15,0.0,2.5,Rise of Tomb Raider,NAO,Feliz
Player 83,1,20.25,0,20,0,5,0.0,2.5,Rise of Tomb Raider,NAO,Feliz
Player 83,5,20.26,15,0,0,0,2.0,0.0,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.28,0,15,0,15,0.0,1.5,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.31,0,10,0,15,0.0,1.5,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.33,0,10,0,0,0.0,2.5,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.37,0,10,0,10,0.0,2.0,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.4,0,2,0,10,0.0,2.0,Rise of Tomb Raider,SIM,Feliz
Player 83,0,20.41,0,30,0,5,0.0,2.0,Rise of Tomb Raider,NAO,Feliz
Player 83,5,20.43,20,0,0,0,1.5,0.0,Rise of Tomb Raider,SIM,Feliz
Player 83,4,20.44,0,10,0,0,0.0,2.5,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.45,0,15,0,0,0.0,2.0,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.47,2,0,10,0,2.0,0.0,Rise of Tomb Raider,SIM,Feliz
Player 83,5,20.48,2,10,15,5,2.5,2.5,Rise of Tomb Raider,SIM,Feliz
Player 1,6,21.06,0,30,0,0,0.0,1.5,Rise of Tomb Raider,SIM,Indiferente
Player 1,6,21.07,0,0,0,0,0.0,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 1,0,21.08,30,10,10,5,1.5,1.5,Rise of Tomb Raider,NAO,Indiferente
Player 1,6,21.1,0,10,0,0,0.0,3.0,Rise of Tomb Raider,SIM,Indiferente
Player 1,6,21.11,20,30,0,15,1.5,1.5,Rise of Tomb Raider,SIM,Indiferente
Player 1,6,21.13,15,0,15,0,1.5,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 1,0,21.14,30,0,10,0,2.5,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 1,1,21.15,20,20,10,0,3.0,3.0,Rise of Tomb Raider,NAO,Indiferente
Player 1,5,21.17,0,10,0,0,0.0,3.0,Rise of Tomb Raider,SIM,Indiferente
Player 1,6,21.2,2,0,10,0,3.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 1,0,21.22,30,15,15,15,1.5,1.5,Rise of Tomb Raider,NAO,Indiferente
Player 44,6,13.29,0,2,0,5,0.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,5,13.3,10,15,5,10,2.5,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,0,13.32,30,20,10,10,3.0,3.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,0,13.34,0,30,0,15,0.0,2.5,Rise of Tomb Raider,NAO,Indiferente
Player 44,0,13.35,30,30,10,15,3.0,3.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,5,13.36,0,15,0,15,0.0,1.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,13.39,0,2,0,15,0.0,2.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,13.42,0,2,0,15,0.0,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,4,13.44,15,20,10,5,2.0,2.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,5,13.45,15,20,0,10,2.0,2.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,13.46,30,2,10,10,0.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,5,13.48,2,0,5,0,1.5,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,1,13.49,0,20,0,5,0.0,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,13.5,15,20,5,15,1.5,1.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,5,13.51,2,15,5,15,2.5,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,1,13.54,0,20,0,5,0.0,2.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,6,13.56,0,15,0,0,0.0,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,1,13.57,0,20,0,10,0.0,2.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,0,13.58,30,0,10,0,2.0,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,5,13.59,15,0,15,0,2.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,14.0,2,0,15,0,3.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,5,14.03,2,15,10,15,0.0,1.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,14.04,0,0,0,0,0.0,3.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,14.06,20,0,0,0,3.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,4,14.07,15,0,5,0,2.5,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,1,14.09,20,10,10,5,2.5,2.5,Rise of Tomb Raider,NAO,Indiferente
Player 44,0,14.1,30,2,5,5,3.0,3.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,5,14.12,0,10,0,15,0.0,2.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,14.14,0,2,0,15,0.0,1.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,5,14.15,15,15,15,5,3.0,3.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,5,14.16,15,0,5,0,1.5,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,1,14.17,0,20,0,5,0.0,1.5,Rise of Tomb Raider,NAO,Indiferente
Player 44,0,14.19,30,0,5,0,2.5,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,6,14.2,10,10,0,10,0.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,5,14.21,0,0,0,0,0.0,3.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,1,14.23,20,2,5,15,0.0,1.5,Rise of Tomb Raider,NAO,Indiferente
Player 44,1,14.24,0,20,0,15,0.0,1.5,Rise of Tomb Raider,NAO,Indiferente
Player 44,6,14.39,10,10,15,15,0.0,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,5,14.4,20,0,0,0,1.5,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,14.41,0,10,0,5,0.0,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,5,14.45,0,0,0,0,0.0,3.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,5,14.5,15,0,5,0,1.5,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,14.52,15,2,10,5,2.5,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,0,14.55,30,2,5,15,2.0,2.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,0,14.57,30,15,15,5,2.0,2.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,5,14.58,30,20,0,0,0.0,2.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,0,14.59,30,15,5,15,2.5,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,0,15.0,0,30,0,5,0.0,1.5,Rise of Tomb Raider,NAO,Indiferente
Player 44,2,15.01,20,0,10,0,1.5,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,6,15.04,0,30,0,0,0.0,2.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,6,15.06,0,20,0,10,2.0,2.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,0,15.07,30,0,10,0,0.0,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,6,15.09,0,0,0,0,0.0,2.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,15.1,0,0,0,0,3.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,15.11,10,0,15,0,3.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,15.13,0,15,0,5,3.0,3.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,0,15.15,30,0,15,0,2.5,0.0,Rise of Tomb Raider,NAO,Indiferente
Player 44,5,15.24,10,10,5,15,0.0,1.5,Rise of Tomb Raider,SIM,Indiferente
Player 44,6,15.25,2,0,10,0,2.5,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 44,0,15.27,0,30,0,5,0.0,3.0,Rise of Tomb Raider,NAO,Indiferente
Player 1,5,16.13,10,0,0,0,2.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 1,4,16.14,15,0,5,0,3.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 1,6,16.15,10,30,0,5,0.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 1,6,16.16,2,0,5,0,3.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 1,6,16.18,0,10,0,5,0.0,3.0,Rise of Tomb Raider,SIM,Indiferente
Player 1,0,16.19,30,20,5,5,2.5,2.5,Rise of Tomb Raider,NAO,Indiferente
Player 1,6,16.25,15,20,10,15,1.5,1.5,Spelunky,SIM,Indiferente
Player 1,6,16.26,15,15,0,0,3.0,3.0,Spelunky,SIM,Indiferente
Player 1,6,16.27,0,2,0,15,0.0,2.0,Spelunky,SIM,Indiferente
Player 1,6,16.29,15,0,10,0,2.0,0.0,Spelunky,SIM,Indiferente
Player 1,6,16.31,20,20,10,0,0.0,0.0,Spelunky,SIM,Indiferente
Player 1,0,16.32,0,30,0,5,0.0,2.5,Spelunky,NAO,Indiferente
Player 1,6,16.33,0,0,0,0,0.0,1.5,Spelunky,SIM,Indiferente
Player 1,1,16.34,0,20,0,5,0.0,2.0,Spelunky,NAO,Indiferente
Player 1,4,16.38,10,0,0,0,3.0,0.0,Spelunky,SIM,Indiferente
Player 1,5,16.39,0,15,0,0,0.0,3.0,Spelunky,SIM,Indiferente
Player 1,6,16.4,10,10,0,10,0.0,0.0,Spelunky,SIM,Indiferente
Player 1,0,16.42,30,30,5,0,1.5,1.5,Spelunky,NAO,Indiferente
Player 1,2,16.44,20,0,15,0,1.5,0.0,Spelunky,NAO,Indiferente
Player 1,2,16.45,20,30,5,5,2.5,2.5,Spelunky,NAO,Indiferente
Player 1,6,16.46,2,0,5,0,2.0,2.0,Spelunky,SIM,Indiferente
Player 1,5,16.47,10,20,0,5,2.5,2.5,Spelunky,SIM,Indiferente
Player 1,6,16.5,20,30,0,0,1.5,1.5,Spelunky,SIM,Indiferente
Player 1,4,16.51,10,20,5,0,3.0,3.0,Spelunky,NAO,Indiferente
Player 1,5,16.52,30,10,0,15,1.5,1.5,Spelunky,SIM,Indiferente
Player 1,0,16.53,30,2,5,10,2.5,2.5,Spelunky,NAO,Indiferente
Player 1,4,16.57,10,0,5,0,1.5,0.0,Spelunky,SIM,Indiferente
Player 1,5,16.58,30,15,0,5,0.0,2.0,Spelunky,SIM,Indiferente
Player 1,5,17.0,10,0,15,0,1.5,0.0,Spelunky,SIM,Indiferente
Player 1,1,17.01,20,0,10,0,3.0,0.0,Spelunky,NAO,Indiferente
Player 1,5,17.02,0,10,0,5,0.0,2.0,Spelunky,SIM,Indiferente
Player 1,0,17.03,30,0,10,0,2.5,0.0,Spelunky,NAO,Indiferente
Player 1,5,17.05,10,15,5,15,0.0,0.0,Spelunky,SIM,Indiferente
Player 1,5,17.06,0,15,0,15,0.0,2.0,Spelunky,SIM,Indiferente
Player 1,6,17.07,30,20,5,15,0.0,0.0,Spelunky,SIM,Indiferente
Player 1,5,17.08,10,20,10,5,1.5,1.5,Spelunky,SIM,Indiferente
Player 1,6,17.09,2,20,5,5,2.5,2.5,Spelunky,SIM,Indiferente
Player 1,4,17.1,15,0,0,0,2.5,0.0,Spelunky,SIM,Indiferente
Player 1,5,17.14,10,0,15,0,1.5,0.0,Spelunky,SIM,Indiferente
Player 1,6,17.15,2,0,5,0,3.0,3.0,Spelunky,SIM,Indiferente
Player 1,2,17.17,0,20,0,10,0.0,1.5,Spelunky,NAO,Indiferente
Player 1,5,17.18,30,15,15,15,0.0,0.0,Spelunky,SIM,Indiferente
Player 1,6,17.2,0,20,0,5,1.5,1.5,Spelunky,SIM,Indiferente
Player 1,2,17.21,0,20,0,15,0.0,2.0,Spelunky,NAO,Indiferente
Player 1,6,17.22,20,0,0,0,2.5,0.0,Spelunky,SIM,Indiferente
Player 1,5,17.24,10,0,5,0,1.5,0.0,Spelunky,SIM,Indiferente
Player 1,5,17.25,10,10,15,10,2.5,2.5,Spelunky,SIM,Indiferente
Player 1,5,17.26,0,10,0,10,0.0,1.5,Spelunky,SIM,Indiferente
Player 1,5,17.28,0,10,0,15,0.0,1.5,Spelunky,SIM,Indiferente
Player 1,6,17.29,20,10,0,5,2.5,2.5,Spelunky,SIM,Indiferente
Player 1,2,17.3,20,15,10,0,1.5,1.5,Spelunky,NAO,Indiferente
Player 1,0,17.31,30,0,15,0,1.5,0.0,Spelunky,NAO,Indiferente
Player 1,0,17.32,30,30,5,15,3.0,3.0,Spelunky,NAO,Indiferente
Player 1,5,17.34,0,10,0,10,0.0,2.5,Spelunky,SIM,Indiferente
Player 1,6,17.35,2,20,10,5,0.0,1.5,Spelunky,SIM,Indiferente
Player 1,0,17.36,30,0,5,0,3.0,0.0,Spelunky,NAO,Indiferente
Player 1,6,17.37,0,2,0,10,0.0,2.0,Spelunky,SIM,Indiferente
Player 1,0,17.39,0,30,0,10,0.0,2.5,Spelunky,NAO,Indiferente
Player 1,6,17.4,10,0,0,0,3.0,0.0,Spelunky,SIM,Indiferente
Player 1,5,17.42,10,2,5,10,2.0,2.0,Spelunky,SIM,Indiferente
Player 1,4,17.43,20,20,10,10,0.0,0.0,Spelunky,SIM,Indiferente
Player 1,4,17.44,0,15,0,5,0.0,1.5,Spelunky,SIM,Indiferente
Player 1,5,17.45,10,2,15,10,0.0,3.0,Spelunky,SIM,Indiferente
Player 1,4,17.47,0,15,0,10,0.0,1.5,Spelunky,SIM,Indiferente
Player 1,6,17.48,10,0,0,0,2.5,0.0,Spelunky,SIM,Indiferente
Player 1,3,17.49,20,0,10,0,3.0,0.0,Spelunky,NAO,Indiferente
Player 1,6,17.51,2,0,10,0,2.0,0.0,Spelunky,SIM,Indiferente
Player 1,6,17.53,10,15,15,0,2.5,2.5,Spelunky,SIM,Indiferente
Player 1,5,17.54,2,15,10,0,0.0,2.0,Spelunky,SIM,Indiferente
Player 1,6,17.55,2,10,5,10,0.0,0.0,Spelunky,SIM,Indiferente
Player 1,6,17.57,10,15,0,10,0.0,0.0,Spelunky,SIM,Indiferente
Player 1,5,17.59,10,0,15,0,2.0,0.0,Spelunky,SIM,Indiferente
Player 1,0,18.01,30,0,10,0,1.5,0.0,Spelunky,NAO,Indiferente
Player 1,4,18.02,15,0,15,0,2.0,0.0,Spelunky,SIM,Indiferente
Player 1,4,18.03,15,15,10,0,0.0,0.0,Spelunky,SIM,Indiferente
Player 1,1,18.05,20,10,10,10,2.0,2.0,Spelunky,NAO,Indiferente
Player 1,6,18.06,10,20,0,10,0.0,2.0,Spelunky,SIM,Indiferente
Player 1,5,18.07,10,0,5,0,1.5,0.0,Spelunky,SIM,Indiferente
Player 1,4,18.08,15,0,10,0,2.5,0.0,Spelunky,SIM,Indiferente
Player 1,2,18.1,20,0,15,0,2.5,0.0,Spelunky,NAO,Indiferente
Player 1,1,18.11,0,30,0,10,0.0,3.0,Spelunky,SIM,Indiferente
Player 1,1,18.41,20,0,5,0,3.0,0.0,Spelunky,NAO,Indiferente
Player 1,5,18.42,0,2,0,15,0.0,1.5,Spelunky,SIM,Indiferente
Player 1,4,18.43,0,15,0,15,0.0,1.5,Spelunky,NAO,Indiferente
Player 1,5,18.45,2,0,15,0,2.0,0.0,Spelunky,SIM,Indiferente
Player 1,6,18.46,2,15,10,10,0.0,0.0,Spelunky,SIM,Indiferente
Player 1,6,18.47,30,30,0,0,2.0,2.0,Spelunky,SIM,Indiferente
Player 1,6,18.49,10,0,10,0,1.5,0.0,Spelunky,SIM,Indiferente
Player 1,0,18.5,0,30,0,15,0.0,1.5,Spelunky,NAO,Indiferente
Player 1,5,18.51,15,10,5,10,2.5,2.5,Spelunky,SIM,Indiferente
Player 1,2,18.53,0,20,0,10,0.0,3.0,Spelunky,NAO,Indiferente
Player 1,6,18.54,2,0,5,0,2.0,0.0,Spelunky,SIM,Indiferente
Player 1,5,18.55,15,15,10,15,2.0,2.0,Spelunky,SIM,Indiferente
Player 1,5,18.58,30,20,0,15,2.0,2.0,Spelunky,SIM,Indiferente
Player 1,6,19.0,0,20,0,15,2.0,2.0,Spelunky,SIM,Indiferente
Player 1,5,19.04,0,15,0,5,0.0,1.5,Spelunky,SIM,Indiferente
Player 1,2,19.05,20,0,5,0,3.0,0.0,Spelunky,NAO,Indiferente
Player 1,4,19.24,20,0,0,0,3.0,0.0,Spelunky,SIM,Indiferente
Player 1,0,19.25,30,30,5,15,0.0,2.0,Spelunky,NAO,Indiferente
Player 1,0,19.27,0,30,0,15,0.0,3.0,Spelunky,NAO,Indiferente
Player 1,2,19.28,0,20,0,10,0.0,1.5,Spelunky,NAO,Indiferente
Player 1,5,19.29,0,15,0,10,0.0,1.5,Spelunky,SIM,Indiferente
Player 1,6,19.31,15,0,0,0,1.5,0.0,Spelunky,SIM,Indiferente
Player 1,6,19.32,10,0,10,0,2.5,0.0,Spelunky,SIM,Indiferente
Player 1,5,19.34,15,20,5,5,2.5,2.5,Spelunky,SIM,Indiferente
Player 81,2,11.2,0,20,0,5,0.0,2.0,Spelunky,NAO,Indiferente
Player 81,4,11.25,20,0,0,0,3.5,0.0,Spelunky,NAO,Indiferente
Player 81,6,11.29,12,12,0,0,0.0,3.5,Spelunky,SIM,Indiferente
Player 81,1,11.34,25,25,15,20,6.0,6.0,Spelunky,NAO,Indiferente
Player 81,1,11.35,25,15,20,0,4.0,4.0,Spelunky,NAO,Indiferente
Player 81,5,11.37,15,0,20,0,4.0,0.0,Spelunky,SIM,Indiferente
Player 81,4,11.38,20,10,0,0,0.0,0.0,Spelunky,SIM,Indiferente
Player 81,6,11.39,15,0,15,0,5.0,5.0,Spelunky,SIM,Indiferente
Player 81,2,11.52,2,0,15,0,10.0,0.0,Spelunky,NAO,Indiferente
Player 81,1,11.54,25,25,25,15,10.0,10.0,Spelunky,NAO,Indiferente
Player 81,1,11.55,0,25,0,15,0.0,4.0,Spelunky,NAO,Indiferente
Player 81,1,11.56,30,25,20,25,5.0,5.0,Spelunky,NAO,Indiferente
Player 81,1,11.57,25,0,15,0,4.0,0.0,Spelunky,NAO,Indiferente
Player 81,3,11.59,2,15,15,0,5.0,5.0,Spelunky,NAO,Indiferente
Player 81,1,12.04,0,30,0,15,0.0,5.0,Spelunky,NAO,Indiferente
Player 81,3,12.06,20,0,0,0,5.0,0.0,Spelunky,NAO,Indiferente
Player 81,5,12.09,20,30,5,15,0.0,0.0,Spelunky,SIM,Indiferente
Player 81,5,12.12,15,30,0,15,0.0,4.0,Spelunky,SIM,Indiferente
Player 81,5,12.13,30,2,0,15,4.0,4.0,Spelunky,SIM,Indiferente
Player 81,5,12.14,2,20,7,7,3.0,0.0,Spelunky,SIM,Indiferente
Player 81,5,12.15,30,20,7,0,4.0,4.0,Spelunky,NAO,Indiferente
Player 81,5,12.17,0,2,0,7,0.0,4.0,Spelunky,SIM,Indiferente
Player 81,4,12.19,30,0,0,0,5.0,0.0,Spelunky,SIM,Indiferente
Player 81,5,12.21,17,17,0,15,5.0,5.0,Spelunky,SIM,Indiferente
Player 81,5,13.28,23,2,12,12,3.0,0.0,Spelunky,SIM,Indiferente
Player 81,5,13.33,25,28,0,15,5.0,5.0,Spelunky,SIM,Indiferente
Player 81,1,13.34,25,23,12,12,5.0,5.0,Spelunky,NAO,Indiferente
Player 81,1,13.37,0,25,0,15,0.0,5.0,Spelunky,NAO,Indiferente
Player 81,4,13.38,0,2,0,12,0.0,4.0,Spelunky,SIM,Indiferente
Player 81,1,13.39,28,17,12,15,5.0,5.0,Spelunky,NAO,Indiferente
Player 81,2,13.4,0,25,0,12,0.0,5.0,Spelunky,NAO,Indiferente
Player 81,2,13.43,23,25,15,0,0.0,4.0,Spelunky,NAO,Indiferente
Player 81,4,13.44,17,17,15,0,3.0,0.0,Spelunky,SIM,Indiferente
Player 81,2,13.47,23,0,15,0,5.0,0.0,Spelunky,NAO,Indiferente
Player 81,5,13.48,0,0,0,0,4.0,0.0,Spelunky,SIM,Indiferente
Player 81,6,13.51,2,23,12,15,0.0,0.0,Spelunky,SIM,Indiferente
Player 81,1,13.54,28,0,12,0,4.0,0.0,Spelunky,NAO,Indiferente
Player 5,4,14.11,28,23,0,15,5.0,5.0,Rise of Tomb Raider,SIM,Indiferente
Player 5,4,14.13,25,0,0,0,4.0,0.0,Rise of Tomb Raider,SIM,Indiferente
Player 5,3,14.14,2,25,12,15,5.0,5.0,Rise of Tomb Raider,SIM,Indiferente
