NOME,QoE,TempoJogo,UsoCpu,UsoRam,UsoGpu,UsoVram,DelayVideo,DelayComandos,JitterVideo,JitterComandos,PerdaVideo,PerdaComandos,Jogo,TerminoPartida
Player 3,3,3,50,16,38,32,50,0,25,0,0.0,0.0,Half-Life 2,18.34
Player 3,0,3,50,16,35,30,150,25,15,10,0.5,0.5,Half-Life 2,18.37
Player 3,3,3,49,16,36,31,0,125,0,0,0.0,1.0,Half-Life 2,18.44
Player 3,1,3,51,15,35,30,0,125,0,5,0.0,1.5,Half-Life 2,18.48
Player 3,4,3,52,16,37,32,100,50,0,20,1.5,1.5,Half-Life 2,18.51
Player 3,4,3,44,13,35,30,75,125,0,20,2.5,2.5,Half-Life 2,17.12
Player 3,4,3,45,14,41,35,125,50,25,5,0.0,0.0,Half-Life 2,17.15
Player 3,4,3,49,15,37,32,75,125,25,0,2.5,2.5,Half-Life 2,17.18
Player 3,5,4,49,15,38,32,150,50,5,0,0.0,0.0,Half-Life 2,17.22
Player 3,1,3,51,15,35,30,150,0,10,0,3.0,0.0,Half-Life 2,17.25
Player 3,2,3,52,15,38,32,50,25,25,25,2.5,2.5,Half-Life 2,17.28
Player 3,3,3,54,16,38,32,0,50,0,10,0.0,0.0,Half-Life 2,17.32
Player 3,6,3,55,16,37,32,0,50,0,20,0.0,0.0,Half-Life 2,17.35
Player 3,3,3,55,16,35,30,0,75,0,25,0.0,2.5,Half-Life 2,17.38
Player 3,2,3,54,16,37,32,0,125,0,25,0.0,3.0,Half-Life 2,17.42
Player 3,3,3,55,16,37,32,0,100,0,20,0.0,2.5,Half-Life 2,17.45
Player 3,4,3,56,16,37,31,100,0,0,0,1.0,0.0,Half-Life 2,17.49
Player 3,3,3,49,15,36,31,0,50,0,10,0.0,0.5,Half-Life 2,18.35
Player 3,5,4,49,15,37,32,0,150,0,25,0.0,0.0,Half-Life 2,18.39
Player 3,0,3,49,15,27,23,0,150,0,25,0.0,2.5,Half-Life 2,18.42
Player 3,5,4,49,15,37,32,50,0,0,0,3.0,0.0,Half-Life 2,18.46
Player 3,1,3,51,15,35,30,75,100,5,5,0.0,1.0,Half-Life 2,18.49
Player 3,4,3,53,15,37,32,50,25,15,0,0.0,0.0,Half-Life 2,18.52
Player 3,5,4,50,15,41,34,50,50,20,25,0.0,0.0,Half-Life 2,18.56
Player 3,2,3,43,15,28,24,0,50,0,10,0.0,2.5,Half-Life 2,16.35
Player 3,1,3,46,16,34,29,0,125,0,10,0.0,0.5,Half-Life 2,16.39
Player 3,4,3,48,16,37,31,0,25,0,15,0.0,2.0,Half-Life 2,16.42
Player 3,2,3,49,16,33,29,75,100,10,20,0.0,2.5,Half-Life 2,16.45
Player 3,6,4,42,13,25,23,150,0,25,0,0.0,0.0,Half-Life 2,18.43
Player 3,6,4,49,14,30,26,0,125,0,10,0.0,0.0,Half-Life 2,18.47
Player 3,4,3,33,16,9,9,150,0,20,0,0.0,0.0,Spelunky,16.49
Player 3,2,3,26,15,8,8,0,50,0,20,0.0,0.5,Spelunky,16.52
Player 3,5,4,32,16,9,9,0,125,0,25,0.0,0.0,Spelunky,16.56
Player 3,5,3,32,16,9,9,0,25,0,15,0.0,0.0,Spelunky,16.59
Player 3,2,3,30,16,9,9,50,0,5,0,3.0,0.0,Spelunky,17.02
Player 3,5,3,35,16,9,9,0,50,0,20,0.0,1.0,Spelunky,17.06
Player 3,5,3,36,16,9,9,50,0,20,0,2.0,0.0,Spelunky,17.09
Player 3,1,3,34,16,9,9,0,150,0,0,0.0,2.5,Spelunky,17.12
Player 3,3,3,34,16,9,9,0,100,0,20,0.0,1.0,Spelunky,17.17
Player 3,2,3,34,16,10,9,100,0,20,0,0.5,0.0,Spelunky,17.20
Player 3,4,4,34,16,9,9,75,0,5,0,1.0,0.0,Spelunky,17.24
Player 3,5,3,35,16,9,9,0,125,0,10,0.0,0.0,Spelunky,17.27
Player 3,1,3,35,15,9,9,150,25,15,5,3.0,3.0,Spelunky,17.30
Player 3,5,3,38,15,9,9,25,0,15,0,2.5,0.0,Spelunky,17.36
Player 3,5,3,38,15,9,9,0,50,0,25,0.0,2.0,Spelunky,17.39
Player 4,5,3,47,14,28,23,100,0,0,0,3.0,0.0,Half-Life 2,17.34
Player 4,6,4,27,14,8,8,0,75,0,20,0.0,0.5,Spelunky,17.38
Player 4,5,3,32,14,9,9,150,0,5,0,0.0,0.0,Spelunky,17.57
Player 4,4,3,31,14,9,9,75,50,10,15,0.5,0.5,Spelunky,18.01
Player 4,4,3,35,14,9,9,125,25,25,25,0.0,3.0,Spelunky,18.08
Player 5,1,4,40,13,23,21,0,125,0,20,0.0,1.5,Half-Life 2,19.09
Player 5,4,3,45,13,27,23,0,100,0,0,0.0,1.5,Half-Life 2,19.12
Player 5,2,3,42,14,24,22,150,150,20,25,1.0,1.0,Half-Life 2,19.15
Player 5,2,3,47,13,26,24,75,125,10,25,1.5,1.5,Half-Life 2,19.18
Player 5,3,3,46,14,27,24,75,50,25,15,3.0,3.0,Half-Life 2,19.21
Player 5,3,3,44,14,30,26,0,125,0,0,0.0,2.0,Half-Life 2,19.31
Player 5,1,3,47,15,29,25,125,50,15,15,2.5,2.5,Half-Life 2,19.35
Player 5,2,3,47,15,27,24,0,75,0,10,0.0,2.5,Half-Life 2,19.38
Player 5,3,4,48,15,30,26,25,125,20,5,0.5,0.5,Half-Life 2,19.46
Player 5,3,3,51,15,33,29,50,0,15,0,2.5,0.0,Half-Life 2,19.49
Player 5,3,3,49,15,35,29,0,50,0,15,0.0,0.5,Half-Life 2,19.52
Player 5,2,4,51,15,34,29,0,75,0,15,0.0,1.0,Half-Life 2,19.56
Player 5,3,3,51,15,27,24,25,0,0,0,0.0,0.0,Half-Life 2,19.59
Player 5,3,3,49,15,33,28,0,150,0,10,0.0,0.0,Half-Life 2,20.02
Player 5,2,4,52,15,27,24,0,25,0,15,0.0,1.0,Half-Life 2,20.10
Player 5,3,3,52,15,35,30,50,25,25,25,1.0,1.0,Half-Life 2,20.13
Player 5,2,3,52,15,27,23,125,0,5,0,2.0,0.0,Half-Life 2,20.16
Player 5,3,3,54,15,34,29,50,0,20,0,2.0,0.0,Half-Life 2,20.19
Player 5,2,3,55,15,27,24,100,0,10,0,0.5,0.0,Half-Life 2,20.23
Player 5,5,3,49,14,28,23,50,0,20,0,2.0,0.0,Half-Life 2,17.43
Player 5,1,3,49,15,27,24,150,0,10,0,1.0,0.0,Half-Life 2,17.46
Player 5,5,4,32,14,9,9,75,0,15,0,0.0,0.0,Spelunky,17.50
Player 5,5,3,32,14,9,9,100,50,25,5,0.5,0.5,Spelunky,17.53
Player 5,1,4,64,51,29,25,100,75,20,0,1.0,1.0,Half-Life 2,13.49
Player 5,6,3,41,51,9,9,125,0,0,0,0.5,0.0,Spelunky,13.52
Player 5,4,3,68,52,27,24,50,150,25,5,0.5,0.5,Half-Life 2,13.55
Player 5,3,4,66,52,32,28,75,25,0,10,1.0,1.0,Half-Life 2,13.59
Player 5,3,3,40,13,27,24,125,0,25,0,3.0,0.0,Half-Life 2,14.33
Player 5,4,3,47,14,28,24,25,0,20,0,2.0,0.0,Half-Life 2,14.36
Player 5,6,3,46,14,28,24,0,50,0,0,0.0,1.0,Half-Life 2,14.40
Player 5,4,3,47,14,29,25,50,50,5,20,2.5,2.5,Half-Life 2,14.44
Player 5,3,3,46,14,28,25,0,150,0,20,0.0,1.5,Half-Life 2,14.47
Player 5,3,3,45,14,30,26,100,125,25,10,2.0,2.0,Half-Life 2,19.45
Player 5,4,3,46,14,29,25,25,0,15,0,0.0,0.0,Half-Life 2,19.48
Player 5,3,3,47,14,27,23,125,0,0,0,2.0,0.0,Half-Life 2,19.52
Player 5,2,3,49,14,28,24,0,100,0,10,0.0,2.5,Half-Life 2,19.55
Player 5,5,3,53,25,26,23,50,25,10,25,0.0,0.0,Half-Life 2,17.07
Player 5,2,3,55,25,26,23,0,75,0,5,0.0,2.5,Half-Life 2,17.11
Player 5,3,3,61,26,26,23,50,0,0,0,3.0,0.0,Half-Life 2,17.21
Player 5,4,3,63,26,26,23,0,25,0,15,0.0,3.0,Half-Life 2,17.24
Player 5,4,3,61,25,28,25,0,0,0,0,1.5,0.0,Half-Life 2,17.46
Player 5,2,3,60,25,26,22,125,125,20,0,1.0,1.0,Half-Life 2,17.49
Player 5,1,3,62,25,26,23,150,50,10,10,2.5,2.5,Half-Life 2,17.52
Player 5,2,3,62,25,26,23,0,50,0,10,0.0,2.5,Half-Life 2,17.56
Player 5,2,4,63,26,26,23,0,25,0,10,0.0,1.5,Half-Life 2,18.18
Player 5,3,3,63,27,27,24,25,0,10,0,0.5,0.0,Half-Life 2,18.21
Player 5,4,3,63,27,29,25,0,75,0,0,0.0,3.0,Half-Life 2,18.24
Player 5,4,4,63,27,31,27,25,0,15,0,3.0,0.0,Half-Life 2,18.28
Player 5,3,3,61,25,25,23,0,125,0,0,0.0,2.5,Half-Life 2,18.31
Player 5,3,4,69,27,31,27,75,50,15,5,0.0,0.0,Half-Life 2,18.52
Player 5,2,3,68,27,29,25,0,50,0,5,0.0,2.5,Half-Life 2,18.55
Player 5,1,3,68,27,26,23,0,150,0,15,0.0,2.0,Half-Life 2,18.58
Player 5,2,3,70,28,26,23,0,75,0,15,0.0,1.5,Half-Life 2,19.02
Player 5,2,3,71,28,25,22,125,0,15,0,2.5,0.0,Half-Life 2,19.05
Player 5,3,4,69,27,31,27,0,50,0,25,0.0,0.0,Half-Life 2,19.52
Player 5,2,3,70,27,31,27,75,75,20,0,3.0,3.0,Half-Life 2,19.55
Player 5,2,3,71,28,29,25,75,0,10,0,1.0,0.0,Half-Life 2,19.58
Player 5,3,4,74,28,30,26,0,50,0,0,0.0,2.0,Half-Life 2,20.02
Player 5,3,3,75,29,30,26,150,150,20,25,0.0,0.0,Half-Life 2,20.05
Player 5,1,3,59,26,35,29,0,100,0,5,0.0,1.5,Half-Life 2,17.14
Player 5,3,3,46,15,28,25,75,0,15,0,1.0,0.0,Half-Life 2,19.59
Player 5,6,3,30,14,9,9,125,0,20,0,0.0,0.0,Spelunky,20.02
Player 5,4,3,49,15,29,25,75,25,15,20,0.0,0.0,Half-Life 2,20.06
Player 5,2,3,46,15,29,25,0,125,0,25,0.0,2.5,Half-Life 2,20.09
Player 5,3,4,47,15,27,24,75,0,10,0,0.5,0.0,Half-Life 2,20.13
Player 5,2,3,49,15,28,25,0,50,0,25,0.0,2.5,Half-Life 2,20.16
Player 5,2,3,49,15,29,25,100,25,5,0,1.5,1.5,Half-Life 2,20.25
Player 5,2,3,48,15,30,27,125,100,15,5,0.5,0.5,Half-Life 2,20.28
Player 5,2,4,48,15,29,25,150,0,15,0,2.5,0.0,Half-Life 2,20.32
Player 6,5,3,43,14,29,26,0,25,0,15,0.0,2.5,Half-Life 2,09.46
Player 6,2,4,47,14,31,27,50,100,10,0,0.0,1.0,Half-Life 2,09.50
Player 6,3,3,45,14,31,27,100,125,25,10,0.0,2.5,Half-Life 2,09.53
Player 6,3,3,44,14,28,25,50,150,5,15,1.5,1.5,Half-Life 2,09.56
Player 6,3,4,45,14,28,25,100,0,25,0,0.5,0.0,Half-Life 2,10.00
Player 6,4,3,46,14,28,25,100,0,10,0,1.0,0.0,Half-Life 2,10.03
Player 6,4,3,46,14,31,26,50,0,15,0,1.0,0.0,Half-Life 2,10.06
Player 6,2,3,45,15,30,25,100,0,5,0,0.5,0.0,Half-Life 2,10.09
Player 6,0,3,46,14,29,25,150,0,10,0,1.5,0.0,Half-Life 2,10.13
Player 6,0,3,47,15,29,25,150,0,20,0,3.0,0.0,Half-Life 2,10.16
Player 6,1,3,49,15,29,25,0,100,0,10,0.0,0.5,Half-Life 2,10.19
Player 6,4,4,52,15,28,25,50,50,0,10,2.0,2.0,Half-Life 2,10.23
Player 7,4,3,51,15,31,27,0,100,0,10,0.0,0.0,Half-Life 2,10.27
Player 7,5,3,50,15,30,26,0,100,0,20,0.0,0.0,Half-Life 2,10.30
Player 7,3,3,51,15,30,27,0,75,0,20,0.0,0.5,Half-Life 2,10.33
Player 7,4,3,53,15,30,27,0,75,0,0,0.0,0.0,Half-Life 2,10.37
Player 7,3,3,55,16,30,26,25,75,10,25,0.0,0.0,Half-Life 2,10.40
Player 7,3,3,54,16,28,24,0,125,0,10,2.0,2.0,Half-Life 2,10.43
Player 3,4,3,77,37,21,18,25,25,15,5,1.5,1.5,Half-Life 2,17.25
Player 3,5,3,78,37,21,18,0,0,0,0,1.0,0.0,Half-Life 2,17.27
Player 3,5,3,80,37,22,19,125,0,20,0,0.0,0.0,Half-Life 2,17.28
Player 3,2,3,78,37,21,18,100,0,10,0,3.0,0.0,Half-Life 2,17.30
Player 3,5,3,80,37,23,21,25,0,10,0,1.5,0.0,Half-Life 2,17.32
Player 3,6,3,79,37,24,22,0,25,0,0,0.0,3.0,Half-Life 2,17.33
Player 3,2,3,80,38,24,21,0,75,0,10,0.0,3.0,Half-Life 2,17.34
Player 3,4,3,80,38,23,21,50,75,15,20,1.5,1.5,Half-Life 2,17.37
Player 3,4,3,79,38,21,18,125,125,0,15,0.5,0.5,Half-Life 2,17.40
Player 3,3,3,80,38,24,21,0,75,0,10,0.0,3.0,Half-Life 2,17.41
Player 3,5,3,80,38,22,20,0,50,0,25,0.0,0.0,Half-Life 2,17.42
Player 3,1,3,80,38,22,19,0,75,0,5,0.0,3.0,Half-Life 2,17.44
Player 3,5,3,80,38,31,27,50,0,0,0,1.0,0.0,Half-Life 2,17.47
Player 3,2,3,44,13,37,32,100,0,25,0,2.5,0.0,Half-Life 2,20.00
Player 3,2,3,46,14,38,32,125,0,10,0,1.5,0.0,Half-Life 2,20.03
Player 3,3,3,43,14,27,25,0,50,0,10,0.0,3.0,Half-Life 2,20.07
Player 3,1,3,41,14,26,24,0,150,0,5,0.0,2.5,Half-Life 2,20.08
Player 3,3,3,44,14,26,24,50,0,20,0,1.0,0.0,Half-Life 2,20.09
Player 3,3,3,41,14,26,24,50,0,20,0,2.0,0.0,Half-Life 2,20.11
Player 3,2,3,42,14,26,24,100,0,25,0,1.0,0.0,Half-Life 2,20.12
Player 3,4,3,41,14,26,24,75,100,0,5,2.5,2.5,Half-Life 2,20.1
Player 1,3,3,46,14,26,23,0,75,0,10,0.0,1.0,Half-Life 2,17.51
Player 1,5,3,43,14,26,23,50,0,15,0,2.0,0.0,Half-Life 2,17.53
Player 1,2,3,42,14,27,23,100,0,15,0,2.0,0.0,Half-Life 2,17.55
Player 1,5,3,41,15,26,23,0,25,0,20,0.0,0.5,Half-Life 2,17.58
Player 1,4,3,42,15,26,23,0,100,0,0,0.0,2.0,Half-Life 2,18.00
Player 1,2,3,41,15,26,23,0,125,0,25,0.0,2.5,Half-Life 2,18.01
Player 1,5,3,41,15,27,24,50,0,10,0,2.5,0.0,Half-Life 2,18.03
Player 1,4,3,43,15,25,23,75,25,15,10,3.0,3.0,Half-Life 2,18.04
Player 1,3,3,40,15,25,23,75,150,15,10,1.0,1.0,Half-Life 2,18.05
Player 1,4,3,47,15,25,23,50,0,15,0,1.0,0.0,Half-Life 2,18.07
Player 1,1,3,41,15,25,22,0,150,0,10,0.0,1.5,Half-Life 2,18.08
Player 1,5,3,46,15,25,22,0,25,0,0,0.0,3.0,Half-Life 2,18.09
Player 1,5,3,42,15,27,23,0,0,0,0,0.0,1.0,Half-Life 2,18.11
Player 1,4,3,43,16,25,22,0,50,0,10,0.0,2.0,Half-Life 2,18.12
Player 1,4,3,41,15,26,22,0,100,0,20,0.0,1.0,Half-Life 2,18.13
Player 1,6,3,45,16,24,22,100,0,20,0,0.0,0.0,Half-Life 2,18.15
Player 1,4,3,47,15,26,23,50,50,5,15,2.0,2.0,Half-Life 2,18.16
Player 1,3,3,44,16,26,23,100,25,20,0,3.0,3.0,Half-Life 2,18.17
Player 1,6,3,47,16,25,22,25,25,10,15,0.0,0.0,Half-Life 2,18.19
Player 1,3,3,45,15,24,21,100,0,20,0,2.0,0.0,Half-Life 2,18.20
Player 1,1,3,46,16,25,22,0,125,0,15,0.0,1.0,Half-Life 2,18.21
Player 1,4,3,46,15,26,23,0,75,0,5,0.0,2.0,Half-Life 2,18.22
Player 1,4,3,51,16,25,22,50,50,25,15,1.5,1.5,Half-Life 2,18.24
Player 1,4,3,46,15,23,20,0,125,0,10,0.0,2.5,Half-Life 2,18.25
Player 1,5,3,51,16,24,22,0,50,0,20,0.0,2.5,Half-Life 2,18.26
Player 1,1,3,48,16,25,22,150,0,10,0,3.0,0.0,Half-Life 2,18.28
Player 1,5,3,49,16,25,22,75,0,0,0,2.5,2.5,Half-Life 2,18.29
Player 1,4,3,52,16,25,22,75,125,15,10,0.5,0.5,Half-Life 2,18.30
Player 1,5,3,54,16,25,22,50,75,15,20,3.0,3.0,Half-Life 2,18.31
Player 1,1,3,57,16,24,21,0,125,0,15,0.0,1.0,Half-Life 2,18.33
Player 1,6,3,56,16,24,21,25,50,25,20,0.0,0.0,Half-Life 2,18.35
Player 1,3,3,55,16,24,21,0,100,0,15,0.0,0.5,Half-Life 2,18.37
Player 1,4,3,55,16,21,19,75,0,20,0,1.0,0.0,Half-Life 2,18.39
Player 1,3,3,56,16,23,21,75,0,25,0,0.5,0.0,Half-Life 2,18.40
Player 1,5,3,58,16,25,22,50,0,20,0,2.0,0.0,Half-Life 2,18.41
Player 3,6,3,60,16,25,22,0,0,0,0,2.0,0.0,Half-Life 2,19.08
Player 3,4,3,59,17,24,22,25,125,25,10,2.0,2.0,Half-Life 2,19.09
Player 3,1,3,58,17,24,20,0,150,0,15,0.0,0.5,Half-Life 2,19.10
Player 3,2,3,61,17,25,23,100,150,15,25,2.5,2.5,Half-Life 2,19.11
Player 3,2,3,64,17,24,21,0,125,0,25,0.0,2.0,Half-Life 2,19.13
Player 3,3,3,64,17,24,21,50,0,5,0,3.0,0.0,Half-Life 2,19.14
Player 3,2,3,64,17,22,20,125,75,15,20,3.0,3.0,Half-Life 2,19.16
Player 3,2,3,63,17,23,21,125,0,20,0,2.0,0.0,Half-Life 2,19.17
Player 3,5,3,67,17,23,21,25,0,0,0,3.0,0.0,Half-Life 2,19.18
Player 3,0,3,65,17,22,20,125,25,15,0,0.5,0.5,Half-Life 2,19.19
Player 3,4,3,71,17,24,22,0,25,0,25,0.0,3.0,Half-Life 2,19.21
Player 3,5,3,73,18,26,23,50,0,0,0,3.0,0.0,Half-Life 2,19.22
Player 3,4,3,73,18,26,24,0,25,0,20,0.0,1.5,Half-Life 2,19.23
Player 3,2,3,75,18,25,23,50,0,10,0,2.0,0.0,Half-Life 2,19.25
Player 3,4,3,71,18,23,21,25,50,20,25,0.5,0.5,Half-Life 2,19.26
Player 3,0,3,72,18,25,22,125,50,5,0,2.5,2.5,Half-Life 2,19.27
Player 3,0,3,70,18,23,21,0,125,0,5,0.0,1.0,Half-Life 2,19.29
Player 3,0,3,73,18,23,21,125,150,20,15,2.5,2.5,Half-Life 2,19.30
Player 3,1,3,74,18,26,24,75,150,20,0,0.5,0.5,Half-Life 2,19.31
Player 3,3,3,73,18,24,21,50,100,25,20,0.5,0.5,Half-Life 2,19.33
Player 3,4,3,71,18,24,21,150,150,0,5,1.5,1.5,Half-Life 2,19.34
Player 3,2,3,75,19,23,20,125,0,15,0,3.0,0.0,Half-Life 2,19.35
Player 3,1,3,75,19,23,20,125,0,25,0,3.0,0.0,Half-Life 2,19.36
Player 3,0,3,74,19,22,19,0,150,0,15,0.0,0.5,Half-Life 2,19.38
Player 3,5,3,78,19,23,20,25,125,20,25,0.0,2.5,Half-Life 2,19.39
Player 3,4,3,77,19,23,21,125,75,0,5,1.5,1.5,Half-Life 2,19.40
Player 3,0,4,79,19,25,22,0,125,0,20,0.0,2.5,Half-Life 2,19.44
Player 5,2,3,42,13,24,22,100,0,5,0,1.5,0.0,Half-Life 2,18.12
Player 5,3,3,48,13,26,23,50,50,0,20,0.0,0.0,Half-Life 2,18.15
Player 5,3,3,48,14,28,24,0,100,0,25,0.0,2.5,Half-Life 2,18.18
Player 5,3,3,49,14,29,26,0,75,0,10,0.0,0.5,Half-Life 2,18.24
Player 5,3,3,49,14,33,29,0,125,0,15,0.0,0.0,Half-Life 2,18.27
Player 5,3,3,49,15,30,27,0,100,0,0,0.0,2.0,Half-Life 2,18.30
Player 5,2,4,48,14,31,27,125,0,0,0,2.0,0.0,Half-Life 2,18.34
Player 5,4,3,48,17,31,27,50,50,10,25,2.0,2.0,Half-Life 2,13.17
Player 5,2,3,48,17,27,24,0,100,0,15,0.0,0.5,Half-Life 2,13.20
Player 5,3,4,53,17,35,30,50,50,25,15,2.5,2.5,Half-Life 2,13.24
Player 5,4,3,54,17,26,23,50,0,15,0,1.0,0.0,Half-Life 2,13.27
Player 5,4,3,57,17,33,28,50,125,15,0,0.5,0.5,Half-Life 2,13.30
Player 5,4,3,57,17,36,30,150,0,5,0,0.0,0.0,Half-Life 2,13.33
Player 5,4,4,59,18,33,29,25,0,25,0,2.5,0.0,Half-Life 2,13.37
Player 1,5,3,35,19,8,8,100,100,0,15,2.0,2.0,Spelunky,18.28
Player 1,6,3,37,19,8,8,0,50,0,25,0.0,3.0,Spelunky,18.30
Player 1,4,3,58,20,24,22,100,0,0,0,1.0,0.0,Half-Life 2,18.31
Player 1,2,3,59,20,24,21,100,150,25,5,0.0,2.5,Half-Life 2,18.32
Player 1,6,3,58,20,25,22,25,0,25,0,1.5,0.0,Half-Life 2,18.33
Player 1,4,3,61,20,24,21,100,25,20,5,2.5,2.5,Half-Life 2,18.35
Player 1,5,3,63,20,25,22,25,100,0,0,0.0,0.0,Half-Life 2,18.36
Player 1,1,3,61,20,24,21,125,0,15,0,1.0,0.0,Half-Life 2,18.38
Player 1,5,3,61,20,24,21,0,50,0,15,0.0,1.0,Half-Life 2,18.39
Player 1,0,3,60,20,23,21,150,100,5,25,2.5,2.5,Half-Life 2,18.40
Player 1,3,3,60,20,24,21,50,0,25,0,1.5,0.0,Half-Life 2,18.42
Player 1,2,3,63,21,25,21,100,50,10,5,2.5,2.5,Half-Life 2,18.43
Player 1,4,3,64,21,23,21,50,0,25,0,3.0,0.0,Half-Life 2,18.45
Player 1,4,3,62,21,23,20,50,0,5,0,3.0,0.0,Half-Life 2,18.47
Player 1,0,3,62,21,24,21,0,125,0,15,0.0,0.5,Half-Life 2,18.48
Player 1,2,3,63,21,24,21,125,100,25,0,3.0,3.0,Half-Life 2,18.49
Player 1,1,3,61,21,23,20,0,75,0,15,0.0,0.5,Half-Life 2,18.50
Player 1,2,3,59,21,24,21,150,25,0,10,0.0,2.5,Half-Life 2,18.53
Player 1,6,3,63,21,23,20,150,0,25,0,0.0,0.0,Half-Life 2,18.54
Player 1,5,3,65,21,23,21,50,150,20,15,0.5,0.5,Half-Life 2,18.56
Player 1,5,3,61,19,24,21,0,50,0,20,0.0,1.0,Half-Life 2,19.07
Player 1,1,3,62,20,23,20,0,125,0,5,0.0,0.5,Half-Life 2,19.09
Player 1,6,3,62,20,23,20,150,0,10,0,0.0,0.0,Half-Life 2,19.10
Player 1,1,3,64,20,23,20,150,125,10,25,3.0,3.0,Half-Life 2,19.13
Player 1,5,3,66,20,25,22,50,50,20,10,2.5,2.5,Half-Life 2,19.14
Player 1,6,3,66,20,23,20,75,75,0,25,2.5,2.5,Half-Life 2,19.15
Player 1,5,3,68,20,23,21,0,50,0,5,0.0,2.0,Half-Life 2,19.17
Player 1,3,3,66,20,23,20,125,0,5,0,3.0,0.0,Half-Life 2,19.18
Player 1,5,3,66,33,26,22,50,0,20,0,2.0,0.0,Half-Life 2,15.51
Player 1,6,3,67,33,24,21,75,0,25,0,0.0,0.0,Half-Life 2,15.53
Player 1,2,3,68,33,23,21,0,75,0,25,0.0,0.5,Half-Life 2,15.54
Player 1,2,3,70,33,22,19,125,25,15,25,2.5,2.5,Half-Life 2,15.55
Player 1,4,3,69,33,23,20,0,75,0,10,0.0,1.5,Half-Life 2,15.56
Player 1,6,3,70,33,24,21,0,125,0,0,0.0,2.5,Half-Life 2,15.58
Player 1,1,3,68,33,23,20,125,125,20,20,0.0,3.0,Half-Life 2,15.59
Player 1,6,3,69,33,23,20,50,0,0,0,0.0,0.0,Half-Life 2,16.00
Player 1,5,3,68,33,24,21,50,0,15,0,1.5,0.0,Half-Life 2,16.03
Player 1,2,3,69,33,23,20,125,150,15,10,1.5,1.5,Half-Life 2,16.04
Player 1,3,3,67,33,23,20,100,150,20,10,1.0,1.0,Half-Life 2,16.05
Player 1,6,3,68,33,24,22,25,50,15,10,0.0,0.0,Half-Life 2,16.07
Player 1,4,3,69,33,23,20,75,25,25,5,0.0,0.5,Half-Life 2,16.08
Player 1,5,3,70,33,23,21,50,0,15,0,2.0,0.0,Half-Life 2,16.10
Player 1,0,3,69,33,23,20,150,150,20,15,3.0,3.0,Half-Life 2,16.11
Player 1,6,3,69,33,22,20,0,125,0,0,0.0,0.0,Half-Life 2,16.12
Player 1,0,3,71,33,22,19,150,0,10,0,0.5,0.0,Half-Life 2,16.14
Player 1,2,3,76,33,22,20,125,50,10,20,2.0,2.0,Half-Life 2,16.15
Player 1,6,3,74,33,23,20,125,0,10,0,0.0,0.0,Half-Life 2,16.17
Player 1,5,3,75,34,22,19,100,25,10,10,0.5,0.5,Half-Life 2,16.18
Player 1,5,3,75,33,23,20,50,0,10,0,0.5,0.0,Half-Life 2,16.20
Player 1,6,3,75,34,23,20,125,0,0,0,2.5,0.0,Half-Life 2,16.21
Player 1,4,3,76,34,22,20,150,0,0,0,2.0,0.0,Half-Life 2,16.23
Player 1,4,3,75,34,23,21,50,0,25,0,2.5,0.0,Half-Life 2,16.25
Player 1,6,3,74,34,21,19,150,125,15,25,0.0,0.0,Half-Life 2,16.27
Player 1,4,3,75,34,22,19,125,0,0,0,1.0,0.0,Half-Life 2,16.28
Player 1,4,3,75,34,23,20,50,125,10,25,0.0,1.0,Half-Life 2,16.32
Player 1,6,3,77,34,24,21,25,0,5,0,2.0,0.0,Half-Life 2,16.33
Player 1,1,3,77,34,22,20,0,125,0,25,0.0,0.5,Half-Life 2,16.35
Player 1,4,3,76,34,23,21,0,50,0,20,0.0,3.0,Half-Life 2,16.37
Player 1,0,3,79,34,21,18,150,0,5,0,1.0,0.0,Half-Life 2,16.38
Player 1,1,3,79,34,23,21,0,100,0,10,0.0,3.0,Half-Life 2,16.41
Player 5,1,4,74,35,30,26,150,25,20,5,1.0,1.0,Half-Life 2,17.36
Player 5,1,3,74,36,29,25,0,125,0,10,0.0,3.0,Half-Life 2,17.39
Player 5,1,3,77,36,29,25,150,25,15,0,2.5,2.5,Half-Life 2,17.42
Player 5,2,4,78,36,30,26,50,75,10,10,1.5,1.5,Half-Life 2,17.46
Player 5,2,3,80,36,29,25,50,0,15,0,0.0,0.0,Half-Life 2,17.49
Player 5,3,3,79,36,30,25,0,50,0,5,0.0,1.5,Half-Life 2,17.52
Player 5,3,4,78,37,31,27,0,75,0,25,0.0,1.5,Half-Life 2,17.56
Player 5,2,3,80,37,31,26,0,50,0,0,0.0,2.5,Half-Life 2,17.59
Player 1,0,3,78,36,22,18,125,75,20,25,0.0,2.0,Half-Life 2,18.04
Player 1,6,3,75,36,21,19,0,25,0,20,0.0,1.5,Half-Life 2,18.05
Player 1,4,3,79,37,21,19,75,150,5,15,2.0,2.0,Half-Life 2,18.08
Player 1,5,3,77,37,22,19,75,0,0,0,3.0,0.0,Half-Life 2,18.10
Player 1,6,3,70,37,22,19,0,0,0,0,0.0,0.0,Half-Life 2,18.11
Player 1,6,3,78,37,19,17,125,50,15,20,0.0,0.0,Half-Life 2,18.12
Player 1,5,3,79,37,22,19,0,75,0,20,0.0,1.0,Half-Life 2,18.14
Player 1,5,3,78,37,22,20,25,0,5,0,2.0,0.0,Half-Life 2,18.15
